Open time,Close time,Open,High,Low,Close,BNB Volume,BTC Volume,Number of trades,Taker buyBNB volume,Taker buyBTC volume
2020-06-02 09:00:00,2020-06-02 09:59:59.999,0.00177980,0.00178440,0.00177980,0.00178210,22070.65000000,39.31998922,1449,11399.57000000,20.31193761
2020-06-02 10:00:00,2020-06-02 10:59:59.999,0.00178210,0.00179720,0.00178080,0.00178840,40369.78000000,72.28461751,2412,22945.15000000,41.09144202
2020-06-02 11:00:00,2020-06-02 11:59:59.999,0.00178780,0.00179410,0.00178430,0.00178870,33288.85000000,59.56218796,1920,14803.05000000,26.48630336
2020-06-02 12:00:00,2020-06-02 12:59:59.999,0.00178870,0.00179290,0.00178850,0.00179050,14228.98000000,25.48514009,1100,7563.36000000,13.54531156
2020-06-02 13:00:00,2020-06-02 13:59:59.999,0.00179050,0.00179110,0.00178080,0.00178340,32550.90000000,58.12068802,2227,10935.98000000,19.52383310
2020-06-02 14:00:00,2020-06-02 14:59:59.999,0.00178340,0.00180990,0.00177610,0.00178690,89875.77000000,160.77184580,7295,45611.75000000,81.61540557
2020-06-02 15:00:00,2020-06-02 15:59:59.999,0.00178830,0.00180300,0.00178400,0.00180120,68465.12000000,122.91217987,5362,35549.76000000,63.82230534
2020-06-02 16:00:00,2020-06-02 16:59:59.999,0.00180130,0.00181000,0.00179550,0.00180810,30941.78000000,55.81967978,2503,16675.68000000,30.09889762
2020-06-02 17:00:00,2020-06-02 17:59:59.999,0.00180810,0.00181090,0.00180500,0.00180650,38776.92000000,70.11874170,1607,14354.47000000,25.95976465
2020-06-02 18:00:00,2020-06-02 18:59:59.999,0.00180650,0.00180770,0.00180090,0.00180470,102401.26000000,184.81610765,1892,15706.09000000,28.34708097
2020-06-02 19:00:00,2020-06-02 19:59:59.999,0.00180490,0.00181060,0.00180400,0.00181040,149640.54000000,270.62306803,1549,29739.12000000,53.76975882
2020-06-02 20:00:00,2020-06-02 20:59:59.999,0.00181050,0.00181150,0.00180000,0.00180230,56549.92000000,102.13272340,2052,21792.34000000,39.34804099
2020-06-02 21:00:00,2020-06-02 21:59:59.999,0.00180220,0.00181160,0.00180070,0.00181160,33200.40000000,59.94698103,1586,18240.00000000,32.94139305
2020-06-02 22:00:00,2020-06-02 22:59:59.999,0.00181160,0.00181550,0.00180820,0.00180910,53360.92000000,96.64327488,2052,31583.87000000,57.20648046
2020-06-02 23:00:00,2020-06-02 23:59:59.999,0.00180950,0.00181980,0.00180630,0.00181380,86899.21000000,157.71421730,2699,49038.31000000,88.99829778
2020-06-03 00:00:00,2020-06-03 00:59:59.999,0.00181400,0.00181760,0.00180960,0.00181080,50350.92000000,91.31916664,1645,35087.69000000,63.63504796
2020-06-03 01:00:00,2020-06-03 01:59:59.999,0.00181080,0.00181340,0.00180640,0.00180830,45691.90000000,82.66268636,1280,36180.93000000,65.45677219
2020-06-03 02:00:00,2020-06-03 02:59:59.999,0.00180840,0.00180930,0.00180000,0.00180860,71644.38000000,129.39122192,1970,57163.57000000,103.25252389
2020-06-03 03:00:00,2020-06-03 03:59:59.999,0.00180860,0.00181180,0.00180610,0.00181000,82214.50000000,148.73694724,1271,70954.29000000,128.37201532
2020-06-03 04:00:00,2020-06-03 04:59:59.999,0.00181000,0.00181170,0.00180330,0.00180640,32632.18000000,58.98094099,1336,23178.94000000,41.90216568
2020-06-03 05:00:00,2020-06-03 05:59:59.999,0.00180640,0.00181190,0.00180290,0.00180930,49289.97000000,89.09472790,1675,35199.38000000,63.62645287
2020-06-03 06:00:00,2020-06-03 06:59:59.999,0.00180930,0.00181090,0.00180600,0.00180710,23133.01000000,41.82483226,1182,18072.62000000,32.67413079
2020-06-03 07:00:00,2020-06-03 07:59:59.999,0.00180710,0.00180930,0.00180450,0.00180910,47895.77000000,86.57437356,1352,40998.62000000,74.10982128
2020-06-03 08:00:00,2020-06-03 08:59:59.999,0.00180920,0.00181380,0.00180720,0.00181290,60352.64000000,109.24756546,1309,54488.27000000,98.63341376
2020-06-03 09:00:00,2020-06-03 09:59:59.999,0.00181300,0.00181860,0.00181040,0.00181700,73386.49000000,133.09750561,1537,67555.40000000,122.51908012
2020-06-03 10:00:00,2020-06-03 10:59:59.999,0.00181690,0.00182270,0.00181240,0.00181540,58662.53000000,106.62599071,2231,45469.92000000,82.65291367
2020-06-03 11:00:00,2020-06-03 11:59:59.999,0.00181500,0.00181750,0.00181140,0.00181260,32077.38000000,58.23283056,1535,25365.67000000,46.05352162
2020-06-03 12:00:00,2020-06-03 12:59:59.999,0.00181270,0.00183400,0.00181050,0.00181550,56576.04000000,103.19030531,4240,34549.42000000,63.03035914
2020-06-03 13:00:00,2020-06-03 13:59:59.999,0.00181560,0.00181970,0.00181540,0.00181680,36607.25000000,66.53420555,1421,10526.68000000,19.13042434
2020-06-03 14:00:00,2020-06-03 14:59:59.999,0.00181680,0.00182190,0.00181400,0.00181560,44459.92000000,80.74456974,2084,17797.39000000,32.33536081
2020-06-03 15:00:00,2020-06-03 15:59:59.999,0.00181560,0.00181810,0.00181350,0.00181720,71172.80000000,129.23868780,1894,17145.70000000,31.14020578
2020-06-03 16:00:00,2020-06-03 16:59:59.999,0.00181810,0.00182300,0.00181640,0.00182240,84959.72000000,154.72044625,1889,13523.46000000,24.61848480
2020-06-03 17:00:00,2020-06-03 17:59:59.999,0.00182290,0.00182500,0.00181700,0.00181820,64585.33000000,117.52620303,1768,11789.52000000,21.46392219
2020-06-03 18:00:00,2020-06-03 18:59:59.999,0.00181870,0.00182300,0.00181700,0.00182240,72256.67000000,131.51202778,1639,16675.87000000,30.35842064
2020-06-03 19:00:00,2020-06-03 19:59:59.999,0.00182250,0.00182560,0.00181930,0.00182540,26755.67000000,48.76984419,1568,15841.00000000,28.87333571
2020-06-03 20:00:00,2020-06-03 20:59:59.999,0.00182550,0.00182790,0.00182400,0.00182750,54346.41000000,99.25540898,1373,16445.31000000,30.03894731
2020-06-03 21:00:00,2020-06-03 21:59:59.999,0.00182750,0.00182860,0.00182280,0.00182280,155019.57000000,282.95442604,1499,24663.64000000,45.02928992
2020-06-03 22:00:00,2020-06-03 22:59:59.999,0.00182280,0.00182560,0.00182190,0.00182220,59508.43000000,108.50913684,1242,27788.02000000,50.67537320
2020-06-03 23:00:00,2020-06-03 23:59:59.999,0.00182220,0.00182490,0.00181460,0.00181900,110108.43000000,200.42333838,1928,45910.66000000,83.54066177
2020-06-04 00:00:00,2020-06-04 00:59:59.999,0.00181900,0.00182650,0.00181900,0.00182220,67982.76000000,123.87127025,1649,56273.11000000,102.54073476
2020-06-04 01:00:00,2020-06-04 01:59:59.999,0.00182230,0.00182560,0.00181660,0.00181960,53437.61000000,97.27706538,2024,39854.82000000,72.55457701
2020-06-04 02:00:00,2020-06-04 02:59:59.999,0.00182060,0.00182260,0.00181630,0.00181760,38233.27000000,69.58663988,1570,27537.05000000,50.12503969
2020-06-04 03:00:00,2020-06-04 03:59:59.999,0.00181770,0.00182260,0.00181770,0.00182110,69970.32000000,127.39763310,1259,53681.94000000,97.73821455
2020-06-04 04:00:00,2020-06-04 04:59:59.999,0.00182100,0.00182240,0.00181500,0.00181720,52430.52000000,95.35619641,1534,39487.18000000,71.81496156
2020-06-04 05:00:00,2020-06-04 05:59:59.999,0.00181710,0.00181740,0.00181290,0.00181660,56601.62000000,102.72076500,1405,48992.53000000,88.91272750
2020-06-04 06:00:00,2020-06-04 06:59:59.999,0.00181660,0.00181780,0.00181400,0.00181720,41592.95000000,75.54254245,1388,32737.50000000,59.45805491
2020-06-04 07:00:00,2020-06-04 07:59:59.999,0.00181720,0.00182120,0.00181440,0.00181990,79125.33000000,143.88274168,1372,72652.95000000,132.11842592
2020-06-04 08:00:00,2020-06-04 08:59:59.999,0.00181960,0.00182050,0.00181430,0.00181770,66800.65000000,121.39356544,1597,56673.75000000,102.99042400
2020-06-04 09:00:00,2020-06-04 09:59:59.999,0.00181780,0.00181940,0.00180020,0.00181320,28771.04000000,52.08302812,3554,12782.98000000,23.15331813
2020-06-04 10:00:00,2020-06-04 10:59:59.999,0.00181310,0.00181410,0.00180780,0.00181110,16679.83000000,30.19488946,1381,8166.79000000,14.78584709
2020-06-04 11:00:00,2020-06-04 11:59:59.999,0.00181200,0.00181230,0.00180120,0.00180410,21740.83000000,39.24992686,2048,9363.18000000,16.90570721
2020-06-04 12:00:00,2020-06-04 12:59:59.999,0.00180360,0.00180640,0.00179740,0.00180240,20207.16000000,36.38679208,1998,8951.38000000,16.11964017
2020-06-04 13:00:00,2020-06-04 13:59:59.999,0.00180240,0.00180750,0.00179200,0.00179600,26989.72000000,48.54835465,2601,12613.84000000,22.69771338
2020-06-04 14:00:00,2020-06-04 14:59:59.999,0.00179580,0.00179730,0.00179180,0.00179290,12765.47000000,22.91175623,1437,5974.90000000,10.72578569
2020-06-04 15:00:00,2020-06-04 15:59:59.999,0.00179290,0.00179510,0.00178480,0.00178600,31829.17000000,57.03256414,2124,6906.57000000,12.38102669
2020-06-04 16:00:00,2020-06-04 16:59:59.999,0.00178500,0.00179450,0.00178390,0.00179360,48561.98000000,86.99366497,1673,16520.76000000,29.58578870
2020-06-04 17:00:00,2020-06-04 17:59:59.999,0.00179380,0.00179450,0.00178440,0.00178540,29888.22000000,53.48716516,1359,4216.54000000,7.55087109
2020-06-04 18:00:00,2020-06-04 18:59:59.999,0.00178520,0.00179490,0.00177790,0.00178720,53823.63000000,95.96968206,3310,30190.05000000,53.84710791
2020-06-04 19:00:00,2020-06-04 19:59:59.999,0.00178740,0.00178900,0.00177200,0.00177510,35940.85000000,64.00630925,2251,9082.93000000,16.17098037
2020-06-04 20:00:00,2020-06-04 20:59:59.999,0.00177510,0.00178670,0.00177350,0.00178580,38280.80000000,68.20589546,1541,7394.22000000,13.16651979
2020-06-04 21:00:00,2020-06-04 21:59:59.999,0.00178580,0.00179420,0.00178550,0.00178950,15796.54000000,28.26530888,1288,5635.58000000,10.08887833
2020-06-04 22:00:00,2020-06-04 22:59:59.999,0.00178950,0.00179450,0.00178230,0.00178510,35223.35000000,62.99948041,1267,5709.70000000,10.21449803
2020-06-04 23:00:00,2020-06-04 23:59:59.999,0.00178520,0.00179140,0.00178370,0.00178890,26147.74000000,46.74518674,1114,3943.41000000,7.05185205
2020-06-05 00:00:00,2020-06-05 00:59:59.999,0.00178850,0.00179040,0.00178250,0.00179020,52181.05000000,93.20365792,1490,40327.58000000,72.03444067
2020-06-05 01:00:00,2020-06-05 01:59:59.999,0.00179020,0.00179400,0.00178720,0.00178900,67505.31000000,120.81697918,1360,47798.88000000,85.55051568
2020-06-05 02:00:00,2020-06-05 02:59:59.999,0.00178860,0.00179570,0.00178650,0.00178840,56772.69000000,101.67596125,1338,42430.03000000,75.99640323
2020-06-05 03:00:00,2020-06-05 03:59:59.999,0.00178840,0.00179270,0.00178560,0.00178930,43280.37000000,77.45210860,1114,32799.58000000,58.70203910
2020-06-05 04:00:00,2020-06-05 04:59:59.999,0.00178920,0.00179150,0.00178390,0.00178950,42882.99000000,76.66145224,1471,29941.83000000,53.52025032
2020-06-05 05:00:00,2020-06-05 05:59:59.999,0.00179040,0.00181400,0.00178890,0.00181320,61600.62000000,111.00068568,3073,43949.87000000,79.16833359
2020-06-05 06:00:00,2020-06-05 06:59:59.999,0.00181320,0.00181920,0.00180950,0.00181700,42957.42000000,77.93812394,2012,24318.28000000,44.11951732
2020-06-05 07:00:00,2020-06-05 07:59:59.999,0.00181720,0.00182190,0.00181500,0.00181580,35669.94000000,64.85705056,1721,19341.21000000,35.15365163
2020-06-05 08:00:00,2020-06-05 08:59:59.999,0.00181570,0.00182550,0.00181140,0.00181530,32640.58000000,59.28545883,2173,22728.72000000,41.28833382
2020-06-05 09:00:00,2020-06-05 09:59:59.999,0.00181620,0.00181710,0.00180720,0.00180780,100260.37000000,181.58103322,1601,88171.98000000,159.68530640
2020-06-05 10:00:00,2020-06-05 10:59:59.999,0.00180780,0.00181390,0.00180350,0.00181260,38451.83000000,69.53081979,2254,23776.41000000,42.99618418
2020-06-05 11:00:00,2020-06-05 11:59:59.999,0.00181270,0.00181990,0.00180930,0.00181430,21504.41000000,39.00619777,1680,12565.73000000,22.79096601
2020-06-05 12:00:00,2020-06-05 12:59:59.999,0.00181370,0.00181960,0.00181000,0.00181710,23727.16000000,43.03534502,1777,13353.61000000,24.22793078
2020-06-05 13:00:00,2020-06-05 13:59:59.999,0.00181640,0.00181760,0.00180900,0.00181110,22614.15000000,41.00164279,1494,8507.71000000,15.43454387
2020-06-05 14:00:00,2020-06-05 14:59:59.999,0.00181110,0.00181920,0.00181100,0.00181680,28710.60000000,52.12141278,3179,13097.68000000,23.78195985
2020-06-05 15:00:00,2020-06-05 15:59:59.999,0.00181680,0.00181960,0.00181440,0.00181720,33938.74000000,61.64989757,2071,10177.72000000,18.49164645
2020-06-05 16:00:00,2020-06-05 16:59:59.999,0.00181720,0.00182510,0.00181590,0.00182510,27016.95000000,49.22056939,2073,13739.87000000,25.03776317
2020-06-05 17:00:00,2020-06-05 17:59:59.999,0.00182510,0.00183100,0.00182210,0.00183090,52878.61000000,96.62892855,2935,19658.65000000,35.92890067
2020-06-05 18:00:00,2020-06-05 18:59:59.999,0.00183100,0.00183780,0.00182590,0.00182920,43169.51000000,79.08044848,2995,25323.10000000,46.39090444
2020-06-05 19:00:00,2020-06-05 19:59:59.999,0.00182920,0.00182930,0.00181990,0.00182340,26326.41000000,47.98120334,1665,6634.38000000,12.09142715
2020-06-05 20:00:00,2020-06-05 20:59:59.999,0.00182340,0.00182490,0.00181790,0.00181900,49413.06000000,89.97317551,1373,6294.50000000,11.46664385
2020-06-05 21:00:00,2020-06-05 21:59:59.999,0.00181910,0.00183120,0.00181750,0.00183080,74542.03000000,136.11867144,1518,7783.40000000,14.20728956
2020-06-05 22:00:00,2020-06-05 22:59:59.999,0.00183110,0.00183120,0.00182000,0.00182850,62882.24000000,114.89019376,1354,10039.22000000,18.33732229
2020-06-05 23:00:00,2020-06-05 23:59:59.999,0.00182860,0.00183890,0.00182610,0.00183810,76625.40000000,140.36169832,2293,20116.55000000,36.87086354
2020-06-06 00:00:00,2020-06-06 00:59:59.999,0.00183810,0.00184000,0.00183180,0.00183610,59471.92000000,109.16917357,1839,37471.92000000,68.79148683
2020-06-06 01:00:00,2020-06-06 01:59:59.999,0.00183570,0.00184550,0.00183150,0.00183930,58202.82000000,107.10523620,2369,33123.43000000,60.97245858
2020-06-06 02:00:00,2020-06-06 02:59:59.999,0.00183900,0.00184200,0.00183380,0.00184150,88867.06000000,163.30025706,1487,64300.97000000,118.16510351
2020-06-06 03:00:00,2020-06-06 03:59:59.999,0.00184000,0.00184100,0.00183190,0.00183250,44471.80000000,81.65684979,1191,29741.94000000,54.61366840
2020-06-06 04:00:00,2020-06-06 04:59:59.999,0.00183330,0.00183700,0.00183080,0.00183510,48193.45000000,88.44325957,1129,38093.54000000,69.91337456
2020-06-06 05:00:00,2020-06-06 05:59:59.999,0.00183460,0.00184160,0.00183340,0.00184150,32415.25000000,59.55434930,1158,19849.17000000,36.46128599
2020-06-06 06:00:00,2020-06-06 06:59:59.999,0.00184160,0.00184200,0.00183620,0.00183750,27409.87000000,50.44445282,959,16555.17000000,30.47453146
2020-06-06 07:00:00,2020-06-06 07:59:59.999,0.00183760,0.00183790,0.00183440,0.00183670,33461.48000000,61.43901843,1171,24723.04000000,45.39566547
2020-06-06 08:00:00,2020-06-06 08:59:59.999,0.00183640,0.00183670,0.00183020,0.00183330,48706.48000000,89.30500779,1579,34540.60000000,63.33178920
2020-06-06 09:00:00,2020-06-06 09:59:59.999,0.00183310,0.00183570,0.00182750,0.00182920,14809.99000000,27.12265147,1504,6686.13000000,12.24747998
2020-06-06 10:00:00,2020-06-06 10:59:59.999,0.00182930,0.00183090,0.00182670,0.00182950,7761.52000000,14.19423931,1205,4261.20000000,7.79363793
2020-06-06 11:00:00,2020-06-06 11:59:59.999,0.00182970,0.00183450,0.00182670,0.00183180,14614.30000000,26.77302645,1226,5460.45000000,10.00453988
2020-06-06 12:00:00,2020-06-06 12:59:59.999,0.00183210,0.00183210,0.00182550,0.00182990,16169.47000000,29.56048187,1668,8585.41000000,15.69616997
2020-06-06 13:00:00,2020-06-06 13:59:59.999,0.00182940,0.00183210,0.00182700,0.00183090,14410.83000000,26.35990291,1157,8729.12000000,15.97070013
2020-06-06 14:00:00,2020-06-06 14:59:59.999,0.00183100,0.00183200,0.00182520,0.00182680,9927.80000000,18.15576065,1347,4390.54000000,8.02928354
2020-06-06 15:00:00,2020-06-06 15:59:59.999,0.00182680,0.00183050,0.00182520,0.00182850,11355.72000000,20.75954198,1353,5482.73000000,10.02540384
2020-06-06 16:00:00,2020-06-06 16:59:59.999,0.00182850,0.00182990,0.00182450,0.00182560,47536.31000000,86.87100820,1872,7891.92000000,14.42214727
2020-06-06 17:00:00,2020-06-06 17:59:59.999,0.00182550,0.00182790,0.00182400,0.00182580,48533.82000000,88.61003613,1242,4684.81000000,8.55413977
2020-06-06 18:00:00,2020-06-06 18:59:59.999,0.00182580,0.00182690,0.00182300,0.00182430,51653.22000000,94.24217346,996,5241.85000000,9.56367284
2020-06-06 19:00:00,2020-06-06 19:59:59.999,0.00182430,0.00182530,0.00181800,0.00181870,50280.76000000,91.57582823,1576,5972.17000000,10.88292846
2020-06-06 20:00:00,2020-06-06 20:59:59.999,0.00181860,0.00182140,0.00181140,0.00181490,54843.29000000,99.71244520,1910,13555.34000000,24.63967177
2020-06-06 21:00:00,2020-06-06 21:59:59.999,0.00181500,0.00182750,0.00181350,0.00182260,55669.41000000,101.37046548,2108,32377.25000000,58.99512873
2020-06-06 22:00:00,2020-06-06 22:59:59.999,0.00182260,0.00182350,0.00181740,0.00181950,42767.20000000,77.82228264,1173,29616.07000000,53.88830279
2020-06-06 23:00:00,2020-06-06 23:59:59.999,0.00181950,0.00181980,0.00181360,0.00181500,28706.40000000,52.16008522,1279,4112.31000000,7.47134802
2020-06-07 00:00:00,2020-06-07 00:59:59.999,0.00181500,0.00182290,0.00181320,0.00182210,50419.05000000,91.73793621,1555,35785.58000000,65.11438941
2020-06-07 01:00:00,2020-06-07 01:59:59.999,0.00182210,0.00182260,0.00181660,0.00181890,53367.24000000,97.09863927,1418,41193.59000000,74.94438217
2020-06-07 02:00:00,2020-06-07 02:59:59.999,0.00181880,0.00181960,0.00180940,0.00181630,67024.73000000,121.66658280,1642,50505.13000000,91.69443114
2020-06-07 03:00:00,2020-06-07 03:59:59.999,0.00181620,0.00181890,0.00180830,0.00181450,68133.20000000,123.54956083,1804,47466.03000000,86.07928705
2020-06-07 04:00:00,2020-06-07 04:59:59.999,0.00181540,0.00181900,0.00181040,0.00181830,40476.17000000,73.44998040,1484,21868.49000000,39.69550332
2020-06-07 05:00:00,2020-06-07 05:59:59.999,0.00181870,0.00182140,0.00181580,0.00181590,32267.98000000,58.68726621,1275,20570.11000000,37.41347970
2020-06-07 06:00:00,2020-06-07 06:59:59.999,0.00181600,0.00181890,0.00181550,0.00181640,23787.77000000,43.22564906,950,13908.16000000,25.27468170
2020-06-07 07:00:00,2020-06-07 07:59:59.999,0.00181650,0.00181900,0.00181070,0.00181290,26588.13000000,48.25508157,1541,13375.96000000,24.28103171
2020-06-07 08:00:00,2020-06-07 08:59:59.999,0.00181280,0.00181370,0.00180600,0.00180990,26811.17000000,48.53747536,1816,14251.91000000,25.80229381
2020-06-07 09:00:00,2020-06-07 09:59:59.999,0.00181040,0.00181170,0.00180600,0.00180660,13136.82000000,23.75801092,1214,5029.63000000,9.09651245
2020-06-07 10:00:00,2020-06-07 10:59:59.999,0.00180660,0.00180890,0.00180600,0.00180820,9993.25000000,18.05694398,1109,3327.63000000,6.01365821
2020-06-07 11:00:00,2020-06-07 11:59:59.999,0.00180790,0.00181950,0.00180680,0.00181350,21758.36000000,39.48616467,2023,11528.25000000,20.92458086
2020-06-07 12:00:00,2020-06-07 12:59:59.999,0.00181460,0.00181680,0.00180740,0.00181550,25176.16000000,45.63525693,2350,14644.34000000,26.54883532
2020-06-07 13:00:00,2020-06-07 13:59:59.999,0.00181560,0.00181810,0.00180000,0.00180070,30133.80000000,54.47130248,3182,13302.66000000,24.05763488
2020-06-07 14:00:00,2020-06-07 14:59:59.999,0.00180110,0.00180360,0.00178870,0.00180100,54248.76000000,97.35400072,4053,23408.28000000,42.01814130
2020-06-07 15:00:00,2020-06-07 15:59:59.999,0.00180080,0.00180680,0.00180020,0.00180350,15241.43000000,27.48210947,1643,7803.46000000,14.07209264
2020-06-07 16:00:00,2020-06-07 16:59:59.999,0.00180400,0.00180620,0.00179680,0.00179880,14729.74000000,26.53192952,1619,6234.96000000,11.23102020
2020-06-07 17:00:00,2020-06-07 17:59:59.999,0.00179880,0.00180130,0.00179550,0.00179760,13613.29000000,24.49021240,1319,3928.09000000,7.06585794
2020-06-07 18:00:00,2020-06-07 18:59:59.999,0.00179770,0.00180100,0.00179650,0.00179960,17617.65000000,31.69508966,1243,7225.85000000,12.99949468
2020-06-07 19:00:00,2020-06-07 19:59:59.999,0.00179950,0.00179990,0.00177540,0.00177690,44488.48000000,79.52665401,3730,9102.57000000,16.27292873
2020-06-07 20:00:00,2020-06-07 20:59:59.999,0.00177730,0.00178730,0.00177540,0.00178230,33677.70000000,60.00518971,2438,16913.10000000,30.13350381
2020-06-07 21:00:00,2020-06-07 21:59:59.999,0.00178240,0.00178880,0.00177600,0.00178730,20746.90000000,37.00605447,1907,10858.24000000,19.37246304
2020-06-07 22:00:00,2020-06-07 22:59:59.999,0.00178730,0.00178760,0.00177880,0.00178160,10596.00000000,18.89001817,1264,3602.53000000,6.42283735
2020-06-07 23:00:00,2020-06-07 23:59:59.999,0.00178150,0.00178810,0.00177850,0.00178680,16248.76000000,28.98562320,1469,7169.12000000,12.79150274
2020-06-08 00:00:00,2020-06-08 00:59:59.999,0.00178680,0.00179880,0.00178000,0.00179410,38504.68000000,68.91344275,2163,17323.75000000,31.03275762
2020-06-08 01:00:00,2020-06-08 01:59:59.999,0.00179400,0.00179980,0.00178920,0.00179270,45755.53000000,82.11228168,1754,18229.48000000,32.72396876
2020-06-08 02:00:00,2020-06-08 02:59:59.999,0.00179330,0.00179660,0.00179290,0.00179400,18623.73000000,33.42268418,944,8368.84000000,15.02085899
